,counts,id,time,var1,var2,var3,var4,var5,var6
42363,0,MA0020300,2016,1759,2,4,1,0.106312292,0
55909,0,MA0020400,2013,3214,0,1,1,0.106312292,0
51394,0,MA0020400,2014,3182,0,1,1,0.106312292,0
46879,0,MA0020400,2015,3168,13,1,1,0.106312292,0
42364,0,MA0020400,2016,3143,5,1,1,0.106312292,0
55911,0,MA0020600,2013,6725,21,11,1,0.106312292,0
51396,0,MA0020600,2014,6717,26,10,1,0.106312292,0
46881,0,MA0020600,2015,6677,32,10,1,0.106312292,0
42366,0,MA0020600,2016,6642,29,10,1,0.106312292,0
55912,0,MA0020700,2013,1225,4,2,1,0.106312292,0
51397,0,MA0020700,2014,1224,5,4,1,0.106312292,0
46882,0,MA0020700,2015,1215,3,4,1,0.106312292,0
42367,0,MA0020700,2016,1207,5,3,1,0.106312292,0
55913,0,MA0020900,2013,6972,74,15,1,0.106312292,0
51398,0,MA0020900,2014,6971,73,17,1,0.106312292,0
46883,0,MA0020900,2015,6908,59,16,1,0.106312292,0
42368,0,MA0020900,2016,6870,44,15,1,0.106312292,0
55914,0,MA0021100,2013,2003,0,2,1,0.106312292,0
51399,0,MA0021100,2014,1985,0,1,1,0.106312292,0
46884,0,MA0021100,2015,1967,0,1,1,0.106312292,0
42369,0,MA0021100,2016,1945,0,1,1,0.106312292,0
55915,0,MA0021200,2013,3047,19,7,1,0.106312292,0
51400,0,MA0021200,2014,3024,1,6,1,0.106312292,0
46885,0,MA0021200,2015,2997,0,6,1,0.106312292,0
42370,0,MA0021200,2016,2972,0,6,1,0.106312292,0
55916,0,MA0021300,2013,5883,24,10,1,0.106312292,0
51401,0,MA0021300,2014,5914,27,11,1,0.106312292,0
46886,0,MA0021300,2015,5840,48,11,1,0.106312292,0
42371,0,MA0021300,2016,5790,41,11,1,0.106312292,0
55917,0,MA0021400,2013,4993,23,10,1,0.106312292,0
51402,0,MA0021400,2014,4973,21,9,1,0.106312292,0
46887,0,MA0021400,2015,4986,19,10,1,0.106312292,0
42372,0,MA0021400,2016,4971,24,10,1,0.106312292,0
55918,0,MA0021500,2013,953,20,2,1,0.106312292,0
51403,0,MA0021500,2014,956,0,2,1,0.106312292,0
46888,0,MA0021500,2015,953,0,2,1,0.106312292,0
42373,0,MA0021500,2016,946,0,2,1,0.106312292,0
55919,0,MA0021900,2013,13516,519,24,1,0.106312292,0
51404,0,MA0021900,2014,13471,392,23,1,0.106312292,0
46889,0,MA0021900,2015,13249,387,26,1,0.106312292,0
42374,0,MA0021900,2016,13162,437,29,1,0.106312292,0
55922,0,MA0022200,2013,43992,799,87,1,0.106312292,0
51407,0,MA0022200,2014,43895,751,85,1,0.106312292,0
46892,0,MA0022200,2015,43450,832,85,1,0.106312292,0
42377,0,MA0022200,2016,43031,883,96,1,0.106312292,0
55923,0,MA0022300,2013,1454,0,1,1,0.106312292,0
51408,0,MA0022300,2014,1448,0,1,1,0.106312292,0
46893,0,MA0022300,2015,1432,0,1,1,0.106312292,0
42378,0,MA0022300,2016,1420,0,1,1,0.106312292,0
55925,0,MA0022600,2013,3225,0,6,1,0.106312292,0
51410,0,MA0022600,2014,3217,0,3,1,0.106312292,0
46895,0,MA0022600,2015,3196,0,6,1,0.106312292,0
42380,0,MA0022600,2016,3179,0,6,1,0.106312292,0
55926,0,MA0022700,2013,1966,12,6,1,0.106312292,0
51411,0,MA0022700,2014,1967,17,1,1,0.106312292,0
46896,0,MA0022700,2015,1951,19,7,1,0.106312292,0
42381,0,MA0022700,2016,1936,12,6,1,0.106312292,0
55928,0,MA0023100,2013,7682,62,12,1,0.106312292,0
51413,0,MA0023100,2014,7561,28,12,1,0.106312292,0
46898,0,MA0023100,2015,7564,27,12,1,0.106312292,0
42383,0,MA0023100,2016,7591,31,11,1,0.106312292,0
55929,0,MA0023500,2013,0,10,9,1,0.106312292,0
51414,0,MA0023500,2014,0,7,10,1,0.106312292,0
46899,0,MA0023500,2015,0,13,9,1,0.106312292,0
42384,0,MA0023500,2016,0,7,10,1,0.106312292,0
55933,0,MA002SC00,2013,0,0,9,1,0.106312292,0
51418,0,MA002SC00,2014,0,0,9,1,0.106312292,0
46903,0,MA002SC00,2015,0,0,9,1,0.106312292,0
42388,0,MA002SC00,2016,0,0,9,1,0.106312292,0
55935,0,MA0030100,2013,10362,71,17,1,0.106312292,0
51420,0,MA0030100,2014,10392,72,16,1,0.106312292,0
46905,0,MA0030100,2015,10441,91,19,1,0.106312292,0
42390,0,MA0030100,2016,10466,72,19,1,0.106312292,0
55936,0,MA0030200,2013,44034,448,66,1,0.106312292,0
51421,0,MA0030200,2014,44084,520,71,1,0.106312292,0
46906,0,MA0030200,2015,44079,519,77,1,0.106312292,0
42391,0,MA0030200,2016,44225,545,79,1,0.106312292,0
55937,0,MA0030300,2013,6543,32,6,1,0.106312292,0
51422,0,MA0030300,2014,6559,21,6,1,0.106312292,0
46907,0,MA0030300,2015,6623,29,7,1,0.106312292,0
42392,0,MA0030300,2016,6678,24,8,1,0.106312292,0
55938,0,MA0030400,2013,34562,277,62,1,0.106312292,0
51423,1,MA0030400,2014,34703,303,65,1,0.106312292,0
46908,0,MA0030400,2015,34438,267,69,1,0.106312292,0
42393,0,MA0030400,2016,34630,342,70,1,0.106312292,0
55939,0,MA0030500,2013,7194,31,10,1,0.106312292,0
51424,0,MA0030500,2014,7267,26,10,1,0.106312292,0
46909,0,MA0030500,2015,7376,19,12,1,0.106312292,0
42394,0,MA0030500,2016,7430,30,12,1,0.106312292,0
55940,0,MA0030600,2013,23420,98,32,1,0.106312292,0
51425,0,MA0030600,2014,23928,88,34,1,0.106312292,0
46910,0,MA0030600,2015,24061,85,34,1,0.106312292,0
42395,0,MA0030600,2016,23918,98,31,1,0.106312292,0
55941,0,MA0030700,2013,15951,271,32,1,0.106312292,0
51426,0,MA0030700,2014,16157,256,30,1,0.106312292,0
46911,0,MA0030700,2015,16078,198,33,1,0.106312292,0
42396,0,MA0030700,2016,16120,242,25,1,0.106312292,0
55942,0,MA0030800,2013,89220,2496,224,1,0.106312292,0
51427,0,MA0030800,2014,88915,2573,223,1,0.106312292,0
46912,0,MA0030800,2015,88711,2342,225,1,0.106312292,0
42397,1,MA0030800,2016,88371,2320,218,1,0.106312292,0
55943,0,MA0030900,2013,8996,70,18,1,0.106312292,0
51428,0,MA0030900,2014,9100,77,17,1,0.106312292,0
46913,0,MA0030900,2015,9151,64,18,1,0.106312292,0
42398,0,MA0030900,2016,9199,74,18,1,0.106312292,0
55944,0,MA0031000,2013,23552,220,34,1,0.106312292,0
51429,0,MA0031000,2014,23727,200,43,1,0.106312292,0
46914,0,MA0031000,2015,23705,205,37,1,0.106312292,0
42399,0,MA0031000,2016,23681,212,35,1,0.106312292,0
55945,0,MA0031100,2013,95156,3886,261,1,0.106312292,0
51430,0,MA0031100,2014,95366,3886,257,1,0.106312292,0
46915,0,MA0031100,2015,94833,3557,259,1,0.106312292,0
42400,0,MA0031100,2016,94524,3466,255,1,0.106312292,0
55946,0,MA0031200,2013,28913,33,39,1,0.106312292,0
51431,0,MA0031200,2014,28904,81,44,1,0.106312292,0
46916,0,MA0031200,2015,28965,156,44,1,0.106312292,0
42401,0,MA0031200,2016,29013,174,44,1,0.106312292,0
55947,0,MA0031300,2013,19414,13,29,1,0.106312292,0
51432,0,MA0031300,2014,19477,14,30,1,0.106312292,0
46917,0,MA0031300,2015,19464,29,29,1,0.106312292,0
42402,0,MA0031300,2016,19445,17,29,1,0.106312292,0
55948,0,MA0031400,2013,13580,106,26,1,0.106312292,0
51433,0,MA0031400,2014,13635,112,26,1,0.106312292,0
46918,0,MA0031400,2015,13772,87,26,1,0.106312292,0
42403,0,MA0031400,2016,13818,98,27,1,0.106312292,0
55949,0,MA0031500,2013,11809,70,23,1,0.106312292,0
51434,0,MA0031500,2014,11924,81,21,1,0.106312292,0
46919,0,MA0031500,2015,12006,49,22,1,0.106312292,0
42404,0,MA0031500,2016,12033,76,23,1,0.106312292,0
55950,0,MA0031600,2013,14102,98,34,1,0.106312292,0
51435,0,MA0031600,2014,14568,83,34,1,0.106312292,0
46920,0,MA0031600,2015,14933,86,32,1,0.106312292,0
42405,0,MA0031600,2016,15159,70,37,1,0.106312292,0
55951,0,MA0031700,2013,18340,216,29,1,0.106312292,0
51436,0,MA0031700,2014,18363,174,29,1,0.106312292,0
46921,0,MA0031700,2015,18301,154,30,1,0.106312292,0
42406,0,MA0031700,2016,18223,193,30,1,0.106312292,0
55952,0,MA0031800,2013,16099,194,31,1,0.106312292,0
51437,0,MA0031800,2014,16177,223,32,1,0.106312292,0
46922,0,MA0031800,2015,16225,161,30,1,0.106312292,0
42407,0,MA0031800,2016,16418,143,30,1,0.106312292,0
55953,0,MA0031900,2013,56264,564,104,1,0.106312292,0
51438,0,MA0031900,2014,56277,560,107,1,0.106312292,0
46923,0,MA0031900,2015,56731,500,112,1,0.106312292,0
42408,0,MA0031900,2016,56720,506,114,1,0.106312292,0
55954,0,MA0032000,2013,15735,89,29,1,0.106312292,0
51439,0,MA0032000,2014,15785,77,29,1,0.106312292,0
46924,0,MA0032000,2015,15798,72,28,1,0.106312292,0
42409,0,MA0032000,2016,15798,79,28,1,0.106312292,0
55955,0,MA0032100,2013,0,67,24,1,0.106312292,0
51440,0,MA0032100,2014,0,62,25,1,0.106312292,0
46925,0,MA0032100,2015,0,38,22,1,0.106312292,0
42410,0,MA0032100,2016,0,30,24,1,0.106312292,0
55956,0,MA0032300,2013,0,2,6,1,0.106312292,0
51441,0,MA0032300,2014,0,3,7,1,0.106312292,0
46926,0,MA0032300,2015,0,4,7,1,0.106312292,0
42411,0,MA0032300,2016,0,2,8,1,0.106312292,0
55962,0,MA0040200,2013,4252,65,14,1,0.106312292,0
51447,0,MA0040200,2014,4331,62,17,1,0.106312292,0
46932,0,MA0040200,2015,4369,64,17,1,0.106312292,0
42417,0,MA0040200,2016,4354,33,17,1,0.106312292,0
55963,0,MA0040300,2013,321,4,4,1,0.106312292,0
51448,0,MA0040300,2014,325,1,4,1,0.106312292,0
46933,0,MA0040300,2015,326,5,4,1,0.106312292,0
42418,0,MA0040300,2016,331,1,4,1,0.106312292,0
55964,0,MA0040500,2013,4679,81,15,1,0.106312292,0
51449,0,MA0040500,2014,4725,8,13,1,0.106312292,0
46934,0,MA0040500,2015,4741,76,16,1,0.106312292,0
42419,0,MA0040500,2016,4707,11,13,1,0.106312292,0
55965,0,MA0040600,2013,4105,0,11,1,0.106312292,0
51450,0,MA0040600,2014,4148,0,13,1,0.106312292,0
46935,0,MA0040600,2015,4173,59,13,1,0.106312292,0
42420,0,MA0040600,2016,4129,62,14,1,0.106312292,0
55966,0,MA0040700,2013,2856,17,7,1,0.106312292,0
51451,0,MA0040700,2014,2908,20,9,1,0.106312292,0
46936,0,MA0040700,2015,2942,11,9,1,0.106312292,0
42421,0,MA0040700,2016,2927,11,9,1,0.106312292,0
55970,0,MA0050000,2013,0,0,7,1,0.106312292,0
51455,0,MA0050000,2014,0,0,7,1,0.106312292,0
46940,0,MA0050000,2015,0,0,7,1,0.106312292,0
42425,0,MA0050000,2016,0,0,7,1,0.106312292,0
55971,0,MA0050100,2013,16655,181,31,1,0.106312292,0
51456,0,MA0050100,2014,16783,119,33,1,0.106312292,0
46941,0,MA0050100,2015,16922,158,33,1,0.106312292,0
42426,0,MA0050100,2016,17563,152,33,1,0.106312292,0
55972,0,MA0050200,2013,34529,91,53,1,0.106312292,0
51457,0,MA0050200,2014,34882,100,53,1,0.106312292,0
46942,0,MA0050200,2015,35562,89,53,1,0.106312292,0
42427,0,MA0050200,2016,35558,79,51,1,0.106312292,0
55973,0,MA0050300,2013,40592,316,63,1,0.106312292,0
51458,0,MA0050300,2014,41023,304,68,1,0.106312292,0
46943,1,MA0050300,2015,41281,271,68,1,0.106312292,0
42428,0,MA0050300,2016,41303,291,68,1,0.106312292,0
55974,0,MA0050400,2013,8145,6,13,1,0.106312292,0
51459,0,MA0050400,2014,8233,0,13,1,0.106312292,0
46944,0,MA0050400,2015,8275,1,13,1,0.106312292,0
42429,0,MA0050400,2016,8271,1,11,1,0.106312292,0
55975,1,MA0050500,2013,27263,289,41,1,0.106312292,0
51460,0,MA0050500,2014,27809,239,46,1,0.106312292,0
46945,0,MA0050500,2015,27708,230,40,1,0.106312292,0
42430,0,MA0050500,2016,27997,205,46,1,0.106312292,0
55976,0,MA0050600,2013,3618,6,7,1,0.106312292,0
51461,0,MA0050600,2014,3640,10,8,1,0.106312292,0
46946,0,MA0050600,2015,3669,0,9,1,0.106312292,0
42431,0,MA0050600,2016,3675,0,9,1,0.106312292,0
55977,0,MA0050700,2013,8457,32,11,1,0.106312292,0
51462,0,MA0050700,2014,8559,46,11,1,0.106312292,0
46947,0,MA0050700,2015,8615,25,11,1,0.106312292,0
42432,0,MA0050700,2016,8623,23,12,1,0.106312292,0
55978,0,MA0050800,2013,29383,320,58,1,0.106312292,0
51463,0,MA0050800,2014,29613,318,54,1,0.106312292,0
46948,0,MA0050800,2015,29831,325,61,1,0.106312292,0
42433,0,MA0050800,2016,29836,278,47,1,0.106312292,0
55979,0,MA0050900,2013,6917,19,9,1,0.106312292,0
51464,0,MA0050900,2014,7179,15,9,1,0.106312292,0
46949,0,MA0050900,2015,7211,16,10,1,0.106312292,0
42434,0,MA0050900,2016,6776,11,10,1,0.106312292,0
55980,0,MA0050E00,2013,0,0,20,1,0.106312292,0
51465,0,MA0050E00,2014,0,0,20,1,0.106312292,0
46950,0,MA0050E00,2015,0,0,20,1,0.106312292,0
42435,0,MA0050E00,2016,0,0,20,1,0.106312292,0
55981,0,MA0051000,2013,8122,32,13,1,0.106312292,0
51466,0,MA0051000,2014,8191,13,13,1,0.106312292,0
46951,0,MA0051000,2015,8242,15,13,1,0.106312292,0
42436,0,MA0051000,2016,8181,17,13,1,0.106312292,0
55982,0,MA0051100,2013,62249,1388,88,1,0.106312292,0
51467,0,MA0051100,2014,62552,1409,88,1,0.106312292,0
46952,0,MA0051100,2015,62895,1180,87,1,0.106312292,0
42437,0,MA0051100,2016,62851,1141,92,1,0.106312292,0
55983,0,MA0051200,2013,13699,25,24,1,0.106312292,0
51468,0,MA0051200,2014,13707,20,23,1,0.106312292,0
46953,0,MA0051200,2015,13781,13,24,1,0.106312292,0
42438,0,MA0051200,2016,13863,60,23,1,0.106312292,0
55984,0,MA0051300,2013,77812,1744,116,1,0.106312292,0
51469,0,MA0051300,2014,78169,1766,116,1,0.106312292,0
46954,0,MA0051300,2015,78649,1598,127,1,0.106312292,0
42439,1,MA0051300,2016,80622,1371,129,1,0.106312292,0
55985,1,MA0051400,2013,91769,1726,183,1,0.106312292,0
51470,0,MA0051400,2014,92131,1649,183,1,0.106312292,0
46955,1,MA0051400,2015,92584,1729,185,1,0.106312292,0
42440,3,MA0051400,2016,92443,1673,181,1,0.106312292,0
55986,0,MA0051500,2013,11900,42,17,1,0.106312292,0
51471,0,MA0051500,2014,12635,45,19,1,0.106312292,0
46956,0,MA0051500,2015,12950,55,20,1,0.106312292,0
42441,0,MA0051500,2016,12946,39,19,1,0.106312292,0
55987,0,MA0051600,2013,5255,13,14,1,0.106312292,0
51472,0,MA0051600,2014,5290,5,14,1,0.106312292,0
46957,0,MA0051600,2015,5387,11,13,1,0.106312292,0
42442,0,MA0051600,2016,5387,8,14,1,0.106312292,0
55988,0,MA0051700,2013,20209,75,28,1,0.106312292,0
51473,0,MA0051700,2014,20332,78,30,1,0.106312292,0
46958,0,MA0051700,2015,20616,80,30,1,0.106312292,0
42443,0,MA0051700,2016,20563,67,30,1,0.106312292,0
55989,0,MA0051800,2013,6590,36,7,1,0.106312292,0
51474,0,MA0051800,2014,6697,44,7,1,0.106312292,0
46959,0,MA0051800,2015,6818,22,7,1,0.106312292,0
42444,0,MA0051800,2016,6859,27,7,1,0.106312292,0
55990,0,MA0051900,2013,48363,334,89,1,0.106312292,0
51475,0,MA0051900,2014,48950,316,89,1,0.106312292,0
46960,0,MA0051900,2015,49579,305,92,1,0.106312292,0
42445,0,MA0051900,2016,49912,256,93,1,0.106312292,0
55991,0,MA0052000,2013,9394,14,13,1,0.106312292,0
51476,0,MA0052000,2014,9558,22,13,1,0.106312292,0
46961,0,MA0052000,2015,9736,29,13,1,0.106312292,0
42446,0,MA0052000,2016,9852,26,14,1,0.106312292,0
55992,0,MA0052100,2013,3461,19,12,1,0.106312292,0
51477,0,MA0052100,2014,3464,20,12,1,0.106312292,0
46962,0,MA0052100,2015,3496,19,12,1,0.106312292,0
42447,0,MA0052100,2016,3484,20,12,1,0.106312292,0
55993,0,MA0052200,2013,6821,33,11,1,0.106312292,0
51478,0,MA0052200,2014,6917,48,11,1,0.106312292,0
46963,0,MA0052200,2015,6990,48,11,1,0.106312292,0
42448,0,MA0052200,2016,6999,50,11,1,0.106312292,0
55994,0,MA0052300,2013,17773,121,30,1,0.106312292,0
51479,0,MA0052300,2014,17941,113,31,1,0.106312292,0
46964,0,MA0052300,2015,18054,108,29,1,0.106312292,0
42449,0,MA0052300,2016,18011,97,31,1,0.106312292,0
55995,0,MA0052400,2013,28667,67,39,1,0.106312292,0
51480,0,MA0052400,2014,29502,65,37,1,0.106312292,0
46965,0,MA0052400,2015,29756,66,42,1,0.106312292,0
42450,0,MA0052400,2016,29853,65,40,1,0.106312292,0
55996,0,MA0052500,2013,52178,442,60,1,0.106312292,0
51481,0,MA0052500,2014,52366,409,89,1,0.106312292,0
46966,0,MA0052500,2015,52650,382,87,1,0.106312292,0
42451,0,MA0052500,2016,52501,456,92,1,0.106312292,0
55997,0,MA0052600,2013,7116,17,15,1,0.106312292,0
51482,0,MA0052600,2014,7193,15,16,1,0.106312292,0
46967,0,MA0052600,2015,7229,35,15,1,0.106312292,0
42452,0,MA0052600,2016,7222,21,16,1,0.106312292,0
55998,0,MA0052700,2013,6015,21,11,1,0.106312292,0
51483,0,MA0052700,2014,6088,34,11,1,0.106312292,0
46968,0,MA0052700,2015,6290,2,12,1,0.106312292,0
42453,0,MA0052700,2016,6343,31,12,1,0.106312292,0
55999,0,MA0052800,2013,42468,742,90,1,0.106312292,0
51484,0,MA0052800,2014,42847,740,89,1,0.106312292,0
46969,0,MA0052800,2015,43090,643,21,1,0.106312292,0
42454,0,MA0052800,2016,42888,700,100,1,0.106312292,0
56000,0,MA0052900,2013,8490,200,14,1,0.106312292,0
51485,1,MA0052900,2014,8676,173,20,1,0.106312292,0
46970,0,MA0052900,2015,8813,129,15,1,0.106312292,0
42455,0,MA0052900,2016,9425,132,20,1,0.106312292,0
56001,0,MA0053000,2013,27628,191,58,1,0.106312292,0
51486,0,MA0053000,2014,28078,180,58,1,0.106312292,0
46971,0,MA0053000,2015,28240,200,60,1,0.106312292,0
42456,0,MA0053000,2016,28131,208,58,1,0.106312292,0
56002,0,MA0053100,2013,13995,80,32,1,0.106312292,0
51487,0,MA0053100,2014,14028,58,32,1,0.106312292,0
46972,0,MA0053100,2015,14071,51,32,1,0.106312292,0
42457,0,MA0053100,2016,14551,45,32,1,0.106312292,0
56003,0,MA0053200,2013,6351,0,11,1,0.106312292,0
51488,0,MA0053200,2014,6482,0,11,1,0.106312292,0
46973,0,MA0053200,2015,6613,6,11,1,0.106312292,0
42458,0,MA0053200,2016,6590,6,11,1,0.106312292,0
56004,0,MA0053300,2013,5045,20,10,1,0.106312292,0
51489,0,MA0053300,2014,5114,6,10,1,0.106312292,0
46974,0,MA0053300,2015,5240,7,10,1,0.106312292,0
42459,0,MA0053300,2016,5198,8,10,1,0.106312292,0
56005,0,MA0053400,2013,4419,20,8,1,0.106312292,0
51490,0,MA0053400,2014,4498,10,8,1,0.106312292,0
46975,0,MA0053400,2015,4561,0,8,1,0.106312292,0
42460,0,MA0053400,2016,4582,16,8,1,0.106312292,0
56007,0,MA0053600,2013,0,14,22,1,0.106312292,0
51492,0,MA0053600,2014,0,14,19,1,0.106312292,0
46977,0,MA0053600,2015,0,13,21,1,0.106312292,0
42462,0,MA0053600,2016,0,19,19,1,0.106312292,0
56008,0,MA0053800,2013,0,15,11,1,0.106312292,0
51493,0,MA0053800,2014,0,15,12,1,0.106312292,0
46978,0,MA0053800,2015,0,30,14,1,0.106312292,0
42463,0,MA0053800,2016,0,48,14,1,0.106312292,0
56013,0,MA0060100,2013,1740,0,1,0,0.106312292,0
51498,0,MA0060100,2014,1732,0,2,0,0.106312292,0
46983,0,MA0060100,2015,1729,0,1,0,0.106312292,0
42468,0,MA0060100,2016,1720,0,2,0,0.106312292,0
56014,0,MA0060200,2013,2136,29,3,0,0.106312292,0
51499,0,MA0060200,2014,2122,7,3,0,0.106312292,0
46984,0,MA0060200,2015,2110,11,3,0,0.106312292,0
42469,0,MA0060200,2016,2096,11,3,0,0.106312292,0
56015,0,MA0060300,2013,1902,0,2,0,0.106312292,0
51500,0,MA0060300,2014,1887,0,2,0,0.106312292,0
46985,0,MA0060300,2015,1868,0,2,0,0.106312292,0
42470,0,MA0060300,2016,1857,0,2,0,0.106312292,0
56018,0,MA0060700,2013,5120,52,8,0,0.106312292,0
51503,0,MA0060700,2014,5080,60,8,0,0.106312292,0
46988,0,MA0060700,2015,5037,52,8,0,0.106312292,0
42473,0,MA0060700,2016,4994,38,9,0,0.106312292,0
56019,0,MA0060800,2013,1803,27,5,0,0.106312292,0
51504,0,MA0060800,2014,1795,28,5,0,0.106312292,0
46989,0,MA0060800,2015,1785,19,5,0,0.106312292,0
42474,0,MA0060800,2016,1771,19,5,0,0.106312292,0
56020,0,MA0060900,2013,1503,11,2,0,0.106312292,0
51505,0,MA0060900,2014,1488,6,2,0,0.106312292,0
46990,0,MA0060900,2015,1495,0,2,0,0.106312292,0
42475,0,MA0060900,2016,1490,0,2,0,0.106312292,0
56021,0,MA0061000,2013,17598,225,31,0,0.106312292,0
51506,0,MA0061000,2014,17510,343,32,0,0.106312292,0
46991,0,MA0061000,2015,17354,244,34,0,0.106312292,0
42476,0,MA0061000,2016,17456,260,34,0,0.106312292,0
56023,0,MA0061300,2013,1871,4,2,0,0.106312292,0
51508,0,MA0061300,2014,1863,2,2,0,0.106312292,0
46993,0,MA0061300,2015,1856,0,2,0,0.106312292,0
42478,0,MA0061300,2016,1843,2,2,0,0.106312292,0
56024,0,MA0061400,2013,725,0,4,0,0.106312292,0
51509,0,MA0061400,2014,723,0,4,0,0.106312292,0
46994,0,MA0061400,2015,719,0,4,0,0.106312292,0
42479,0,MA0061400,2016,713,0,4,0,0.106312292,0
56026,0,MA0061600,2013,8418,113,15,0,0.106312292,0
51511,0,MA0061600,2014,8365,119,16,0,0.106312292,0
46996,0,MA0061600,2015,8300,110,16,0,0.106312292,0
42481,0,MA0061600,2016,8242,88,16,0,0.106312292,0
56028,0,MA0061800,2013,3035,0,3,0,0.106312292,0
51513,0,MA0061800,2014,3022,10,3,0,0.106312292,0
46998,0,MA0061800,2015,3008,17,3,0,0.106312292,0
42483,0,MA0061800,2016,2984,23,4,0,0.106312292,0
56029,0,MA0061900,2013,7818,80,10,0,0.106312292,0
51514,0,MA0061900,2014,7737,75,12,0,0.106312292,0
46999,0,MA0061900,2015,7683,70,11,0,0.106312292,0
42484,0,MA0061900,2016,7615,77,12,0,0.106312292,0
56031,0,MA0062100,2013,1900,8,3,0,0.106312292,0
51516,0,MA0062100,2014,1894,3,3,0,0.106312292,0
47001,0,MA0062100,2015,1881,6,3,0,0.106312292,0
42486,0,MA0062100,2016,1839,4,3,0,0.106312292,0
56032,0,MA0062200,2013,1779,0,1,0,0.106312292,0
51517,0,MA0062200,2014,1774,0,1,0,0.106312292,0
47002,0,MA0062200,2015,1770,0,1,0,0.106312292,0
42487,0,MA0062200,2016,1763,0,1,0,0.106312292,0
56033,0,MA0062300,2013,3705,0,5,0,0.106312292,0
51518,0,MA0062300,2014,3692,0,4,0,0.106312292,0
47003,0,MA0062300,2015,3678,0,5,0,0.106312292,0
42488,0,MA0062300,2016,3652,25,5,0,0.106312292,0
56035,0,MA0062600,2013,1510,14,2,0,0.106312292,0
51520,0,MA0062600,2014,1508,5,2,0,0.106312292,0
47005,0,MA0062600,2015,1520,5,2,0,0.106312292,0
42490,0,MA0062600,2016,1523,3,2,0,0.106312292,0
56040,0,MA0070100,2013,28659,129,49,1,0.106312292,0
51525,0,MA0070100,2014,28769,184,48,1,0.106312292,0
47010,0,MA0070100,2015,28853,252,50,1,0.106312292,0
42495,0,MA0070100,2016,28844,267,47,1,0.106312292,0
56042,0,MA0070300,2013,3675,7,1,1,0.106312292,0
51527,0,MA0070300,2014,3731,5,1,1,0.106312292,0
47012,0,MA0070300,2015,3750,9,1,1,0.106312292,0
42497,0,MA0070300,2016,3756,8,1,1,0.106312292,0
56043,0,MA0070400,2013,1355,0,1,1,0.106312292,0
51528,0,MA0070400,2014,1366,0,1,1,0.106312292,0
47013,0,MA0070400,2015,1371,0,1,1,0.106312292,0
42498,0,MA0070400,2016,1374,0,1,1,0.106312292,0
56044,0,MA0070500,2013,55566,1069,130,1,0.106312292,0
51529,0,MA0070500,2014,55831,1037,133,1,0.106312292,0
47014,0,MA0070500,2015,55926,1207,138,1,0.106312292,0
42499,0,MA0070500,2016,56887,1328,132,1,0.106312292,0
56045,0,MA0070600,2013,15946,170,26,1,0.106312292,0
51530,0,MA0070600,2014,16092,129,27,1,0.106312292,0
47015,0,MA0070600,2015,16219,99,25,1,0.106312292,0
42500,0,MA0070600,2016,16267,78,26,1,0.106312292,0
56046,0,MA0070700,2013,1616,2,1,1,0.106312292,0
51531,0,MA0070700,2014,1623,0,1,1,0.106312292,0
47016,0,MA0070700,2015,1632,0,1,1,0.106312292,0
42501,0,MA0070700,2016,1628,0,1,1,0.106312292,0
56047,0,MA0070800,2013,5161,19,11,1,0.106312292,0
51532,0,MA0070800,2014,5188,14,11,1,0.106312292,0
47017,0,MA0070800,2015,5209,22,11,1,0.106312292,0
42502,0,MA0070800,2016,5227,19,11,1,0.106312292,0
56048,0,MA0070900,2013,2488,0,2,1,0.106312292,0
51533,0,MA0070900,2014,2498,0,2,1,0.106312292,0
47018,0,MA0070900,2015,2507,0,2,1,0.106312292,0
42503,0,MA0070900,2016,2505,0,2,1,0.106312292,0
56049,0,MA0071000,2013,40215,1477,116,1,0.106312292,0
